,country,page,revid,prediction,Name,Population
10370,"Congo, Dem. Rep. of",Christian Malanga,751152656,C,,
10371,"Congo, Dem. Rep. of",Faustin Birindwa,751361476,Stub,,
10372,"Congo, Dem. Rep. of",Chikez Diemu,753704394,Stub,,
10373,"Congo, Dem. Rep. of",Minister of Foreign Affairs (Democratic Republic of the Congo),754344309,Start,,
10374,"Congo, Dem. Rep. of",Edouard Kiove Kola,756510063,Stub,,
10375,"Congo, Dem. Rep. of",Daniel Mukoko Samba,757821887,Stub,,
10376,"Congo, Dem. Rep. of",Dolly Makambo Nawezi,763323939,Stub,,
10377,"Congo, Dem. Rep. of",Germain Kambinga,763943185,Stub,,
10378,"Congo, Dem. Rep. of",Richard Ndambu Wolang,764771546,Stub,,
10379,"Congo, Dem. Rep. of",Simon Mbatshi Batshia,764771615,C,,
10380,"Congo, Dem. Rep. of",José Makila Sumanda,764771652,Stub,,
10381,"Congo, Dem. Rep. of",Trésor Kapuku Ngoy,764771697,Stub,,
10382,"Congo, Dem. Rep. of",Charles Mwando Simba,764791046,Stub,,
10383,"Congo, Dem. Rep. of",Jules Fontaine Sambwa,765570258,Start,,
10384,"Congo, Dem. Rep. of",Mabi Mulumba,765799138,Stub,,
10385,"Congo, Dem. Rep. of",N'Singa Udjuu,765799213,Stub,,
10386,"Congo, Dem. Rep. of",Sultani Makenga,765834828,Stub,,
10387,"Congo, Dem. Rep. of",Josué Alex Mukendi,765871730,Stub,,
10388,"Congo, Dem. Rep. of",Raymond Tshibanda,765923988,Start,,
10389,"Congo, Dem. Rep. of",Banza Mukalay,765924619,Start,,
10390,"Congo, Dem. Rep. of",Évariste Boshab,765925554,Stub,,
10391,"Congo, Dem. Rep. of",Marie-Ange Mushobekwa,766647953,Stub,,
10392,"Congo, Dem. Rep. of",Jean Andeka,768228272,Stub,,
10393,"Congo, Dem. Rep. of",Aimé Ngoy Mukena,768670214,C,,
10394,"Congo, Dem. Rep. of",Aimé Boji,772045942,Stub,,
10395,"Congo, Dem. Rep. of",Léonard Mulamba,772317052,Start,,
10396,"Congo, Dem. Rep. of",Noel K Tshiani Muadiamvita,772818039,C,,
10397,"Congo, Dem. Rep. of",Kasongo Ilunga,774263410,Start,,
10398,"Congo, Dem. Rep. of",Pierre Lumbi Okongo,774679596,Start,,
10399,"Congo, Dem. Rep. of",Jeannette Kavira Mapera,776372644,Stub,,
10400,"Congo, Dem. Rep. of",Vice-Presidents of the Democratic Republic of the Congo,780035740,Stub,,
10401,"Congo, Dem. Rep. of",Odilon Kafitwe wa pa Bowa,780757242,Start,,
10402,"Congo, Dem. Rep. of",Louis Alphonse Koyagialo,782350026,Start,,
10403,"Congo, Dem. Rep. of",Luzolo Bambi Lessa,782618365,Start,,
10404,"Congo, Dem. Rep. of",Jonas Mukamba Kadiata Nzemba,782825984,Start,,
10405,"Congo, Dem. Rep. of",Arthur Z'ahidi Ngoma,783354232,Stub,,
10406,"Congo, Dem. Rep. of",Emile Mota,784182810,Start,,
10407,"Congo, Dem. Rep. of",Lambert Mende Omalanga,786579616,Stub,,
10408,"Congo, Dem. Rep. of",Justine Kasa-Vubu,786751925,Start,,
10409,"Congo, Dem. Rep. of",Cléophas Kamitatu,786874201,C,,
10410,"Congo, Dem. Rep. of",Jean Nguza Karl-i-Bond,787378464,Start,,
10411,"Congo, Dem. Rep. of",Adam Bombolé,787602247,Stub,,
10412,"Congo, Dem. Rep. of",Adolphe Lumanu,787715913,Stub,,
10413,"Congo, Dem. Rep. of",Adolphe Muzito cabinet,787716080,Start,,
10414,"Congo, Dem. Rep. of",Justin Marie Bomboko,787797355,Start,,
10415,"Congo, Dem. Rep. of",Christian Atoki Ileka,787978838,Stub,,
10416,"Congo, Dem. Rep. of",Paul Joseph Mukungubila Mutombo,788024194,C,,
10417,"Congo, Dem. Rep. of",Ferdinand Essandja,788054013,Stub,,
10418,"Congo, Dem. Rep. of",Martin Kabwelulu,788465848,Start,,
10419,"Congo, Dem. Rep. of",Antipas Mbusa,789437538,Start,,
10420,"Congo, Dem. Rep. of",Laurent Mbariko,789487250,Start,,
10421,"Congo, Dem. Rep. of",Union of Congolese Patriots,789898887,Start,,
10422,"Congo, Dem. Rep. of",Azarias Ruberwa,790305725,Start,,
10423,"Congo, Dem. Rep. of",Banyingela Kasonga,790586686,Start,,
10424,"Congo, Dem. Rep. of",Anicet Kashamura,790738130,Stub,,
10425,"Congo, Dem. Rep. of",Sophie Kanza,790942655,Start,,
10426,"Congo, Dem. Rep. of",Bertrand Bisimwa,791074307,Stub,,
10427,"Congo, Dem. Rep. of",Charles Kisolokele,792037043,Start,,
10428,"Congo, Dem. Rep. of",Antoine Ghonda,793411567,Start,,
10429,"Congo, Dem. Rep. of",Abdoulaye Yerodia Ndombasi,794072384,Start,,
10430,"Congo, Dem. Rep. of",Paul Bolya,794134715,Start,,
10431,"Congo, Dem. Rep. of",Freddy Matungulu,796099032,C,,
10432,"Congo, Dem. Rep. of",Emmanuel Dungia,797348410,C,,
10433,"Congo, Dem. Rep. of",Munga Mibindo,797435100,Stub,,
10434,"Congo, Dem. Rep. of",Eric Lenge,797446004,Start,,
10435,"Congo, Dem. Rep. of",Guy-Patrice Lumumba,798185563,Stub,,
10436,"Congo, Dem. Rep. of",Joseph Kabila,798455633,GA,,
10437,"Congo, Dem. Rep. of",Kavidi Wivine N'Landu,798489264,Stub,,
10438,"Congo, Dem. Rep. of",Jeannot Bemba Saolona,798859637,Stub,,
10439,"Congo, Dem. Rep. of",Medard Mulangala,798948484,C,,
10440,"Congo, Dem. Rep. of",Mpinga Kasenda,799044574,Stub,,
10441,"Congo, Dem. Rep. of",Fernand Kazadi,799328311,Start,,
10442,"Congo, Dem. Rep. of",Antoine-Roger Bolamba,799328685,Stub,,
10443,"Congo, Dem. Rep. of",Odette Babandoa Etoa,799331221,Start,,
10444,"Congo, Dem. Rep. of",Monique Mukuna Mutombo,799533831,Start,,
10445,"Congo, Dem. Rep. of",Ekila Liyonda,799913697,Start,,
10446,"Congo, Dem. Rep. of",Augustin Matata Ponyo,799930121,Start,,
10447,"Congo, Dem. Rep. of",Nkulu Mitumba Kilombo,800087105,Stub,,
10448,"Congo, Dem. Rep. of",Laurent Nkunda,800298783,C,,
10449,"Congo, Dem. Rep. of",Christophe Gbenye,800537411,Start,,
10450,"Congo, Dem. Rep. of",Minister of Defence (Democratic Republic of the Congo),801107444,Start,,
10451,"Congo, Dem. Rep. of",Moïse Tshombe,801110165,C,,
10452,"Congo, Dem. Rep. of",Godefroid Munongo,801112469,Start,,
10453,"Congo, Dem. Rep. of",Thomas Kanza,801348128,GA,,
10454,"Congo, Dem. Rep. of",Joseph Okito,801770255,Start,,
10455,"Congo, Dem. Rep. of",President of the Democratic Republic of the Congo,801936063,C,,
10456,"Congo, Dem. Rep. of",Alexis Thambwe Mwamba,801968131,Start,,
10457,"Congo, Dem. Rep. of",Alphonse Songolo,802154801,C,,
10458,"Congo, Dem. Rep. of",List of heads of state of the Democratic Republic of the Congo,802197658,Start,,
10459,"Congo, Dem. Rep. of",Jules Mutebusi,802411491,Start,,
10460,"Congo, Dem. Rep. of",Pierre Mulele,803335436,C,,
10461,"Congo, Dem. Rep. of",Kasongo Munganga,803421580,C,,
10462,"Congo, Dem. Rep. of",Joseph Kasa-Vubu,804197745,GA,,
10463,"Congo, Dem. Rep. of",Frédéric Kibassa Maliba,804359582,GA,,
10464,"Congo, Dem. Rep. of",Tabu Ley Rochereau,804587534,GA,,
10465,"Congo, Dem. Rep. of",Leonard Mashako Mamba,804709167,Stub,,
10466,"Congo, Dem. Rep. of",Franck Mwe di Malila,804943836,C,,
10467,"Congo, Dem. Rep. of",Mobutu Sese Seko,805038023,B,,
10468,"Congo, Dem. Rep. of",Maurice Mpolo,805086693,C,,
10469,"Congo, Dem. Rep. of",Georges Minsay Booka,805279692,Start,,
10470,"Congo, Dem. Rep. of",Germain Katanga,805368981,GA,,
10471,"Congo, Dem. Rep. of",Daniel Kanza,805523382,Start,,
10472,"Congo, Dem. Rep. of",Gilbert Pongo,805835265,C,,
10473,"Congo, Dem. Rep. of",Laurent-Désiré Kabila,805923394,C,,
10474,"Congo, Dem. Rep. of",Prospère Mushobekwa,806071312,Stub,,
10475,"Congo, Dem. Rep. of",Eugène Serufuli Ngayabaseka,806189185,Start,,
10476,"Congo, Dem. Rep. of",Julien Paluku Kahongya,806189633,C,,
10477,"Congo, Dem. Rep. of",List of mayors of Goma,806372703,Stub,,
10478,"Congo, Dem. Rep. of",Victor Nendaka Bika,806383479,Start,,
10479,"Congo, Dem. Rep. of",Antoine Gizenga cabinet,806524828,Start,,
10480,"Congo, Dem. Rep. of",André Lubaya,806545614,Start,,
10481,"Congo, Dem. Rep. of",Jean-Chrysostome Werengemere,806947596,C,,
10482,"Congo, Dem. Rep. of",Jean-Pierre Bemba,807193274,GA,,
10483,"Congo, Dem. Rep. of",Jason Sendwe,807243537,C,,
10484,"Congo, Dem. Rep. of",Gérard Kamanda wa Kamanda,807258156,Stub,,
10485,"Congo, Dem. Rep. of",Patrice Lumumba,807273861,FA,,
16366,East Timorese,"List of members of the parliament of East Timor, 2001–07",638566016,Start,,
16367,East Timorese,José Abel,699698855,Stub,,
16368,East Timorese,Rogerio Lobato,712249441,Start,,
16369,East Timorese,Manuel Magalhaes de Oliveira,720011934,Stub,,
16370,East Timorese,João Viegas Carrascalão,737687072,Start,,
16371,East Timorese,Manuel Carrascalão,753061850,Stub,,
16372,East Timorese,Adalgisa Magno Guterres,755908563,Stub,,
16373,East Timorese,María do Céu,755908564,Start,,
16374,East Timorese,Ana Pessoa Pinto,757539934,Stub,,
16375,East Timorese,Rosa Bonaparte,760534473,Stub,,
16376,East Timorese,Fernanda Borges,765600414,Stub,,
16377,East Timorese,Nicolau dos Reis Lobato,772890380,Stub,,
16378,East Timorese,Adalgisa Ximenes,779579546,Stub,,
16379,East Timorese,Milena Pires,788017619,Start,,
16380,East Timorese,Alfredo Pires,788450147,Stub,,
16381,East Timorese,Mário Viegas Carrascalão,793270640,B,,
16382,East Timorese,José Abílio Osório Soares,793454583,Start,,
16383,East Timorese,Roque Rodrigues,796722416,Stub,,
16384,East Timorese,Avelino Coelho da Silva,796886084,Stub,,
16385,East Timorese,Manuel Tilman,797040695,Stub,,
16386,East Timorese,Isabel da Costa Ferreira,797279277,C,,
16387,East Timorese,Emília Pires,797438594,C,,
16388,East Timorese,Xanana Gusmão,798242613,C,,
16389,East Timorese,José Luís Guterres,798334210,Start,,
16390,East Timorese,Arsénio Bano,798969127,Stub,,
16391,East Timorese,Nino Konis Santana,799059687,Stub,,
16392,East Timorese,President of East Timor,799570306,Start,,
16393,East Timorese,Estanislau da Silva,802072802,C,,
16394,East Timorese,José Ramos-Horta,802765398,C,,
16395,East Timorese,Fernando de Araújo (East Timorese politician),803043434,C,,
16396,East Timorese,Taur Matan Ruak,803615826,C,,
16397,East Timorese,Lúcia Lobato,803664269,Start,,
16398,East Timorese,Francisco Xavier do Amaral,803969836,C,,
16399,East Timorese,Vicente Guterres,804966906,Start,,
16400,East Timorese,Rui Maria de Araújo,805183458,Start,,
16401,East Timorese,Francisco Guterres,806140876,Start,,
18816,Faroese,"List of members of the Løgting, 1974–78",643932216,Start,,
18817,Faroese,"List of members of the Løgting, 1978–80",643932220,Start,,
18818,Faroese,"List of members of the Løgting, 1980–84",643932225,Start,,
18819,Faroese,"List of members of the Løgting, 1984–88",643932226,Start,,
18820,Faroese,"List of members of the Løgting, 1990–94",643932239,Start,,
18821,Faroese,"List of members of the Løgting, 1994–98",643932242,Start,,
18822,Faroese,"List of members of the Løgting, 1998–2002",698865505,Start,,
18823,Faroese,Tórbjørn Poulsen,700400143,Stub,,
18824,Faroese,Demmus Hentze,701771698,Start,,
18825,Faroese,Andrias Christian Evensen,714088539,Start,,
18826,Faroese,Hákun Djurhuus,715330944,Stub,,
18827,Faroese,Jógvan Justinusson,715490721,Stub,,
18828,Faroese,Andrass Samuelsen,716137698,Stub,,
18829,Faroese,Álvur Kirke,721938213,Stub,,
18830,Faroese,Rikard Long,722336332,Start,,
18831,Faroese,Sigurð Joensen,722336979,Start,,
18832,Faroese,Jógvan Poulsen (1854–1941),722590461,Start,,
18833,Faroese,Jacob Vestergaard,724674137,Start,,
18834,Faroese,Johan Simonsen,725030656,Stub,,
18835,Faroese,Kári P. Højgaard,725288194,Start,,
18836,Faroese,Kristin Michelsen,729422866,C,,
18837,Faroese,Lisbeth L. Petersen,734668075,Start,,
18838,Faroese,Símun av Skarði,735578210,Stub,,
18839,Faroese,Finnbogi Ísakson,748477895,Start,,
18840,Faroese,"List of members of the Løgting, 1988–90",750074079,Start,,
18841,Faroese,Brandur Sandoy,750167873,Start,,
18842,Faroese,"List of members of the Løgting, 2015–19",754952121,Start,,
18843,Faroese,"List of members of the Løgting, 2011–15",754952298,Start,,
18844,Faroese,"List of members of the Løgting, 2008–11",754952557,Start,,
18845,Faroese,"List of members of the Løgting, 2004–08",754952620,Start,,
18846,Faroese,"List of members of the Løgting, 2002–04",754952690,Start,,
18847,Faroese,Bárður á Steig Nielsen,756602743,Start,,
18848,Faroese,Edmund Joensen,756654638,Stub,,
18849,Faroese,Jørgen Niclasen,756654880,Stub,,
18850,Faroese,Jóannes Eidesgaard,765947137,Start,,
18851,Faroese,Jógvan á Lakjuni,765947416,Start,,
18852,Faroese,Anfinn Kallsberg,773895078,Start,,
18853,Faroese,Kaj Leo Johannesen,780361487,Start,,
18854,Faroese,Rigmor Dam,780543271,Start,,
18855,Faroese,Hanna Jensen,780543417,Start,,
18856,Faroese,Sonja Jógvansdóttir,780543635,Start,,
18857,Faroese,Karin Kjølbro,780543692,Start,,
18858,Faroese,Jóannes Patursson,781915668,Start,,
18859,Faroese,Erlendur Patursson,784440060,Start,,
18860,Faroese,Niels Winther Poulsen,789029085,Stub,,
18861,Faroese,Bjørt Samuelsen,789306157,Start,,
18862,Faroese,Jenis av Rana,789307497,Start,,
18863,Faroese,Heðin Mortensen,789307569,Start,,
18864,Faroese,Rasmus Effersøe,789307632,Start,,
18865,Faroese,Trygvi Samuelsen,789308387,Start,,
18866,Faroese,Eilif Samuelsen,789308554,Stub,,
18867,Faroese,Jógvan Skorheim,789310556,Start,,
18868,Faroese,Louis Zachariasen,789708924,Start,,
18869,Faroese,Annika Olsen,792595685,Start,,
18870,Faroese,Páll á Reynatúgvu,793276089,Start,,
18871,Faroese,Atli Dam,793277402,Start,,
18872,Faroese,Henrik Old,793353435,Start,,
18873,Faroese,Marita Petersen,793394960,Start,,
18874,Faroese,Pauli Ellefsen,796170338,Start,,
18875,Faroese,Rasmus Rasmussen (writer),796170437,C,,
18876,Faroese,Peter Mohr Dam,797450160,Stub,,
18877,Faroese,Knút Wang,797493287,Start,,
18878,Faroese,Sjúrður Skaale,797493405,C,,
18879,Faroese,Høgni Hoydal,800723683,Start,,
18880,Faroese,Kristina Háfoss,801638146,Start,,
18881,Faroese,Sirið Stenberg,802476681,Start,,
18882,Faroese,Eyðgunn Samuelsen,802515495,Start,,
18883,Faroese,Edva Jacobsen,802925425,Stub,,
18884,Faroese,Aksel V. Johannesen,803145744,Start,,
18885,Faroese,Djóni í Geil,803656387,Start,,
18886,Faroese,Elsebeth Mercedis Gunnleygsdóttur,804422035,Stub,,
18887,Faroese,Annita á Fríðriksmørk,806011231,Start,,
18888,Faroese,Katrin Kallsberg,806909915,Start,,
18889,Faroese,H. C .W. Tórgarð,807297374,Start,,
21181,Cape Colony,James Bisset (mayor),647367482,Start,,
21182,Cape Colony,Augustus Joseph Tancred,651250302,Stub,,
21183,Cape Colony,Johan Conrad Silberbauer,653467222,Stub,,
21184,Cape Colony,James Cotterell Hoole,666596918,Stub,,
21185,Cape Colony,Patrick Goold,670210734,Start,,
21186,Cape Colony,Andries Botha,676828191,B,,
21187,Cape Colony,Charles William Hutton,680205631,C,,
21188,Cape Colony,John Blades Currey,693624260,Stub,,
21189,Cape Colony,Joseph Orpen,715016315,C,,
21190,Cape Colony,Klaas Afrikaner,718462130,Stub,,
21191,Cape Colony,Christian Groepe,723563811,B,,
21192,Cape Colony,William Hume (Cape politician),724976433,Start,,
21193,Cape Colony,James Sivewright,731817397,C,,
21194,Cape Colony,William Downes Griffith,731908828,Start,,
21195,Cape Colony,John Sweet Distin,737348283,Start,,
21196,Cape Colony,John Thomas Eustace,746923352,C,,
21197,Cape Colony,Jeremias Ziervogel,750299694,Start,,
21198,Cape Colony,Henry Latham Currey,757832561,Start,,
21199,Cape Colony,Henry Juta,765333482,Stub,,
21200,Cape Colony,Simeon Jacobs,767856232,C,,
21201,Cape Colony,William Schreiner,771024710,Start,,
21202,Cape Colony,George Strahan,775481498,Start,,
21203,Cape Colony,John Bardwell Ebden,776725178,Start,,
21204,Cape Colony,Jan Hendrik Hofmeyr (Onze Jan),779046359,C,,
21205,Cape Colony,Charles Abercrombie Smith,783249147,C,,
21206,Cape Colony,Charles Brownlee,783250295,C,,
21207,Cape Colony,George Cathcart,784693349,Start,,
21208,Cape Colony,Henry Torrens,784726341,Start,,
21209,Cape Colony,Frederick Schermbrucker,784765242,Start,,
21210,Cape Colony,Richard Solomon (Attorney General),784829553,Start,,
21211,Cape Colony,Walter Hely-Hutchinson,784862369,Start,,
21212,Cape Colony,Henry White (Cape Treasurer General),785566972,C,,
21213,Cape Colony,Jacobus Wilhelmus Sauer,786142993,C,,
21214,Cape Colony,Charles Lennox Stretch,786803200,Start,,
21215,Cape Colony,John Tengo Jabavu,786916027,Start,,
21216,Cape Colony,Philip John Stigant,786972727,Start,,
21217,Cape Colony,Henry Pottinger,787552653,C,,
21218,Cape Colony,Thomas Charles Scanlen,788098639,C,,
21219,Cape Colony,Saul Solomon,788361321,C,,
21220,Cape Colony,Thomas Upington,788717893,C,,
21221,Cape Colony,Andries Stockenström (judge),789120101,C,,
21222,Cape Colony,Robert Wynyard,789258720,C,,
21223,Cape Colony,"John de Villiers, 1st Baron de Villiers",789675927,C,,
21224,Cape Colony,Philip Edmond Wodehouse,792178662,C,,
21225,Cape Colony,Charles Aken Fairbridge,793643575,Stub,,
21226,Cape Colony,William Howley Goodenough,794193433,Start,,
21227,Cape Colony,George Thomas Napier,794346758,Start,,
21228,Cape Colony,William Butler (British Army officer),794705198,C,,
21229,Cape Colony,"Sir George Yonge, 5th Baronet",795625420,C,,
21230,Cape Colony,Christoffel Brand,796352977,C,,
21231,Cape Colony,Henry Barkly,796646347,C,,
21232,Cape Colony,Lord Charles Somerset,797029963,Start,,
21233,Cape Colony,Benjamin D'Urban,797735815,C,,
21234,Cape Colony,John Charles Molteno,797978795,C,,
21235,Cape Colony,"George Macartney, 1st Earl Macartney",798165649,C,,
21236,Cape Colony,William Porter (Attorney General),798383131,C,,
21237,Cape Colony,David Tennant (politician),798742813,C,,
21238,Cape Colony,Andries Stockenström,799373837,B,,
21239,Cape Colony,"Sir Harry Smith, 1st Baronet",799472552,C,,
21240,Cape Colony,Charles Henry Darling,800159179,Start,,
21241,Cape Colony,John Paterson (Cape politician),800767317,C,,
21242,Cape Colony,John X. Merriman,801351302,C,,
21243,Cape Colony,Mpilo Walter Benson Rubusana,801417570,Start,,
21244,Cape Colony,Henry Hugh Clifford,801856640,C,,
21245,Cape Colony,James Tennant Molteno,801935094,C,,
21246,Cape Colony,Leander Starr Jameson,803177433,C,,
21247,Cape Colony,Henry Bartle Frere,803288472,B,,
21248,Cape Colony,"Hercules Robinson, 1st Baron Rosmead",803303116,C,,
21249,Cape Colony,"Henry Loch, 1st Baron Loch",803618569,C,,
21250,Cape Colony,Francis Dundas,803908887,Start,,
21251,Cape Colony,Lowry Cole,804277547,Start,,
21252,Cape Colony,"Sir David Baird, 1st Baronet",804362436,C,,
21253,Cape Colony,James Rose Innes,804497413,GA,,
21254,Cape Colony,Nicolaas Frederic de Waal,805157563,Stub,,
21255,Cape Colony,"John Charles Molteno, Jr.",805678535,C,,
21256,Cape Colony,"Alfred Milner, 1st Viscount Milner",805962015,C,,
21257,Cape Colony,Gordon Sprigg,806340214,C,,
21258,Cape Colony,Cecil Rhodes,806647373,B,,
21259,Cape Colony,George Grey,807290539,FA,,
21260,Cape Colony,Peregrine Maitland,807330872,C,,
21261,Cape Colony,Thomas Francis Wade,807401513,C,,
24492,South Korean,"List of members of the National Assembly (South Korea), 1950–54",663348266,Stub,,
24493,South Korean,Park In-won,703478926,Stub,,
24494,South Korean,Kim Seung-kew,716323288,Stub,,
24495,South Korean,Seo Young-kyo,717405394,Start,,
24496,South Korean,Lee Wu-jong,723064614,Stub,,
24497,South Korean,Yu In-chon,760062536,Start,,
24498,South Korean,Kim Wan-ju,770622878,Stub,,
24499,South Korean,Park Yong-jin,770623036,Start,,
24500,South Korean,Lee Jong-kul,770757174,Stub,,
24501,South Korean,Kim Hyun-jong,770760118,Stub,,
24502,South Korean,Shin Ki-ha,774367693,Stub,,
24503,South Korean,Lee Chunhee,775234175,Stub,,
24504,South Korean,Ahn Dae-hee,775458263,Stub,,
24505,South Korean,Ahn Gyu-baek,775458608,Start,,
24506,South Korean,Park Hong-keun,775458639,Start,,
24507,South Korean,Ahn Sang-yeong,777008205,Stub,,
24508,South Korean,Jang Deok-jin,777070214,Stub,,
24509,South Korean,Kim Jae-soon,778915319,Stub,,
24510,South Korean,Kim Jin-sun,778916810,Stub,,
24511,South Korean,Kim Il-ung,779544705,Stub,,
24512,South Korean,Koo Kyo-hyun,779544873,Stub,,
24513,South Korean,Ji Sang-wook,780227423,Start,,
24514,South Korean,Chung Hong-won,781133659,Start,,
24515,South Korean,Kim Byong-joon,781134255,Stub,,
24516,South Korean,Hong Ihk-pyo,782498395,Start,,
24517,South Korean,Jeon Soon-ok,782649404,Stub,,
24518,South Korean,Lee Hae-chan,785317852,Start,,
24519,South Korean,Yu Myung-hwan,790178486,Stub,,
24520,South Korean,Yoon Young-kwan,790178940,Start,,
24521,South Korean,Yoon Jeung-hyun,790179508,Stub,,
24522,South Korean,Suh Sang-chul,790180349,Start,,
24523,South Korean,Bak Maeng-woo,790471224,C,,
24524,South Korean,Lee Wan-koo,791389950,Start,,
24525,South Korean,Kim Chang-ryong,792037093,Start,,
24526,South Korean,Yun Duk-min,794638210,Stub,,
24527,South Korean,Cheong Yang-seog,795546187,Stub,,
24528,South Korean,Chin Young,795546191,Start,,
24529,South Korean,Kim Kwan-yong,795546228,Start,,
24530,South Korean,Lee Hahn-koo,795546245,Stub,,
24531,South Korean,Lee Jung-hyun (politician),795546256,Stub,,
24532,South Korean,Kim Chong-hoh,797806095,Stub,,
24533,South Korean,Chung Ho-yong,798295710,Stub,,
24534,South Korean,Lee Jae-myung,798611948,Stub,,
24535,South Korean,Lee Nak-hoon,799083872,C,,
24536,South Korean,Yoo Il-ho,799945764,Stub,,
24537,South Korean,Park Young-sun,800258105,Start,,
24538,South Korean,Kwon Young-ghil,800896932,Start,,
24539,South Korean,In Jae-keun,800896981,Stub,,
24540,South Korean,Kang Kum-sil,802728876,Stub,,
24541,South Korean,Park Yong-ok,802955917,Stub,,
24542,South Korean,Jeon Hye-sook,803383030,Stub,,
24543,South Korean,Kim Un-yong,803838269,Start,,
24544,South Korean,Sim Sang-jung,804816596,C,,
24545,South Korean,Kim So-yeon (activist),804817210,C,,
24546,South Korean,Yi Yun-yong,804962117,Stub,,
24547,South Korean,Byeon Yeong-tae,804962160,Stub,,
24548,South Korean,Lee Beom-seok (foreign minister),804962170,Stub,,
24549,South Korean,Yoo Chang-soon,804968129,Stub,,
24550,South Korean,Lee Hyun-jae,804968364,Stub,,
24551,South Korean,Hyun Soong-jong,804968483,Stub,,
24552,South Korean,Yun Byung-se,804971432,Stub,,
24553,South Korean,Kim Sung-hwan (politician),804971477,Stub,,
24554,South Korean,Kim Suk-soo,804971686,Stub,,
24555,South Korean,Kim Hwang-sik,804971888,C,,
24556,South Korean,Chang Sang,804972263,Stub,,
24557,South Korean,Chang Taek-sang,805053478,Start,,
24558,South Korean,"List of members of the South Korean Constituent Assembly, 1948–50",805158721,Stub,,
24559,South Korean,Lim Su-kyung,805293256,C,,
24560,South Korean,Ki Dong-min,805956890,Start,,
24561,South Korean,Shin Sung-mo,805991409,Stub,,
24562,South Korean,Chun Jung-bae,806073279,Start,,
24563,South Korean,"List of members of the National Assembly (South Korea), 2012–2016",806073996,Start,,
24564,South Korean,Han Duck-soo,806124709,Start,,
24565,South Korean,Roh Tae-woo,806145466,C,,
24566,South Korean,Han Myeong-sook,806182207,C,,
24567,South Korean,Choo Mi-ae,806184478,C,,
24568,South Korean,Na Kyung-won,806319565,Start,,
24569,South Korean,Min Byung-doo,806399005,Start,,
24570,South Korean,Choe Kwang-shik,806439224,Stub,,
24571,South Korean,Choi Kyu-hah,806462613,C,,
24572,South Korean,Won Sei-hoon,806511942,Stub,,
24573,South Korean,Won Yoo-chul,806512047,Stub,,
24574,South Korean,Kim Boo-kyum,806555857,Start,,
24575,South Korean,Baek Du-jin,806590508,Stub,,
24576,South Korean,"List of members of the National Assembly (South Korea), 2016–present",806749773,Start,,
24577,South Korean,Park Chung-hee,806801805,C,,
24578,South Korean,Chun Doo-hwan,806846283,C,,
24579,South Korean,Roh Moo-hyun,806852494,B,,
24580,South Korean,Lee Jung-hee,807021657,Start,,
24581,South Korean,Song Yo-chan,807029190,Stub,,
24582,South Korean,Kitack Lim,807057020,Start,,
24583,South Korean,Park Geun-hye,807060237,B,,
24584,South Korean,Do Jong-hwan,807122658,C,,
24585,South Korean,Assassination of Park Chung-hee,807142261,C,,
24586,South Korean,Geum Min,807404528,Stub,,
24587,South Korean,Nam Duck-woo,807423123,Stub,,
32098,Samoan,Toluono Feti,671515606,Stub,,
32099,Samoan,James Ah Koy,704919844,B,,
32100,Samoan,Va'aelua Eti Alesana,705218371,Start,,
32101,Samoan,Misa Telefoni Retzlaff,706207837,Start,,
32102,Samoan,Luagalau Levaula Kamu,706804758,Stub,,
32103,Samoan,Leafa Vitale,706837234,Stub,,
32104,Samoan,Niko Lee Hang,707525246,Stub,,
32105,Samoan,Tuu'u Anasi'i Leota,707525315,Stub,,
32106,Samoan,Tuiloma Pule Lameko,707750982,Stub,,
32107,Samoan,Laauli Leuatea Polataivao,714244543,Stub,,
32108,Samoan,To’alepaiali’i Toeolesulusulu Salesa III,717442173,Stub,,
32109,Samoan,Namulau’ulu Vavae Tuilagi,718995854,Stub,,
32110,Samoan,Lefau Harry Schuster,719691980,Stub,,
32111,Samoan,Tuitama Talalelei Tuitama,723152770,Stub,,
32112,Samoan,Le Mamea Matatumua Ata,726724077,Stub,,
32113,Samoan,Tole’afoa Solomona To’ailoa,726724455,Stub,,
32114,Samoan,Lealailepule Rimoni Aiafi,738999542,Start,,
32115,Samoan,Va'ai Papu Vailupe,739170575,Start,,
32116,Samoan,Palusalue Fa’apo II,739170586,Start,,
32117,Samoan,Tolofuaivalelei Falemoe Lei’ataua,739170620,Start,,
32118,Samoan,A'eau Peniamina,739170646,Start,,
32119,Samoan,Patu Ativalu,739170663,Stub,,
32120,Samoan,Sua Sulu'ape Paulo II,740773350,C,,
32121,Samoan,Asiata Sale'imoa Va'ai,745204530,Stub,,
32122,Samoan,Aiono Nonumalo Sofara,748298776,Stub,,
32123,Samoan,Mata'afa Faumuina Fiame Mulinu'u I,748384437,Start,,
32124,Samoan,Fiame Mata'afa Faumuina Mulinu'u II,748477510,C,,
32125,Samoan,Matatumua Maimoana,757107378,Start,,
32126,Samoan,Laulu Fetauimalemau Mata'afa,757107952,C,,
32127,Samoan,Fiame Naomi Mata'afa,757562316,Start,,
32128,Samoan,Safuneitu'uga Pa'aga Neri,757616961,Stub,,
32129,Samoan,Gatoloaifaana Amataga Alesana-Gidlow,758953501,Stub,,
